ProductId,name,brand,main_category,sub_category,ratings,no_of_ratings,Price,Review,image,text
P000327,Meridian Espresso Machine - Easy To Clean,Meridian,home & kitchen,coffee,3.4,7300,158.99,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000327/300/300,"Meridian Espresso Machine - Easy To Clean coffee home & kitchen Meridian easy to clean rich flavor keeps coffee hot Great value for the price, highly recommend to anyone."
P000328,Kestrel French Press 1L - Easy To Clean,Kestrel,home & kitchen,coffee,3.4,206,304.61,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000328/300/300,"Kestrel French Press 1L - Easy To Clean coffee home & kitchen Kestrel easy to clean fast brewing compact size A game changer for my daily routine, so glad I bought it."
P000329,Brightside Cold Brew Maker - Keeps Coffee Hot,Brightside,home & kitchen,coffee,3.6,271,307.78,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000329/300/300,"Brightside Cold Brew Maker - Keeps Coffee Hot coffee home & kitchen Brightside keeps coffee hot easy to clean compact size Good enough for the price, not amazing but does the job."
P000330,Meridian Single-Serve Pod Brewer - Durable Build,Meridian,home & kitchen,coffee,4.6,6136,128.92,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000330/300/300,"Meridian Single-Serve Pod Brewer - Durable Build coffee home & kitchen Meridian durable build fast brewing keeps coffee hot Absolutely love this, exceeded my expectations and works perfectly."
P000331,Aurora Non-Stick Frying Pan - Sturdy Handle,Aurora,home & kitchen,cookware,3.2,2216,21.4,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000331/300/300,"Aurora Non-Stick Frying Pan - Sturdy Handle cookware home & kitchen Aurora sturdy handle dishwasher safe even heating Well made and reliable, would buy again without hesitation."
P000332,Brightside Stainless Steel Pot Set - Dishwasher Safe,Brightside,home & kitchen,cookware,3.2,6855,116.16,"Good enough for the price, not amazing but does the job.",https://picsum.photos/seed/P000332/300/300,"Brightside Stainless Steel Pot Set - Dishwasher Safe cookware home & kitchen Brightside dishwasher safe sturdy handle premium finish Good enough for the price, not amazing but does the job."
P000333,Pulse Cast Iron Skillet - Even Heating,Pulse,home & kitchen,cookware,3.8,6804,352.73,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000333/300/300,"Pulse Cast Iron Skillet - Even Heating cookware home & kitchen Pulse even heating scratch resistant premium finish Great value for the price, highly recommend to anyone."
P000334,Lumo Ceramic Baking Dish - Even Heating,Lumo,home & kitchen,cookware,4.0,2625,171.76,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000334/300/300,"Lumo Ceramic Baking Dish - Even Heating cookware home & kitchen Lumo even heating scratch resistant non-stick coating Well made and reliable, would buy again without hesitation."
P000335,Lumo Knife Block Set - Premium Finish,Lumo,home & kitchen,cookware,4.1,4411,330.97,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000335/300/300,"Lumo Knife Block Set - Premium Finish cookware home & kitchen Lumo premium finish sturdy handle scratch resistant Works fine, though the build quality could be better."
P000336,Kestrel Cordless Stick Vacuum - Quiet Motor,Kestrel,home & kitchen,vacuum,4.7,7740,63.7,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000336/300/300,"Kestrel Cordless Stick Vacuum - Quiet Motor vacuum home & kitchen Kestrel quiet motor easy to empty lightweight Works fine, though the build quality could be better."
P000337,Pulse Robot Vacuum Cleaner - Quiet Motor,Pulse,home & kitchen,vacuum,3.5,1332,53.15,"A game changer for my daily routine, so glad I bought it.",https://picsum.photos/seed/P000337/300/300,"Pulse Robot Vacuum Cleaner - Quiet Motor vacuum home & kitchen Pulse quiet motor lightweight long runtime A game changer for my daily routine, so glad I bought it."
P000338,Pulse Handheld Car Vacuum - Long Runtime,Pulse,home & kitchen,vacuum,4.6,4784,34.47,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000338/300/300,Pulse Handheld Car Vacuum - Long Runtime vacuum home & kitchen Pulse long runtime quiet motor smart navigation Excellent quality and does exactly what it promises.
P000339,Vantage Upright Bagless Vacuum - Smart Navigation,Vantage,home & kitchen,vacuum,4.9,2093,80.9,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000339/300/300,"Vantage Upright Bagless Vacuum - Smart Navigation vacuum home & kitchen Vantage smart navigation quiet motor long runtime Absolutely love this, exceeded my expectations and works perfectly."
P000340,Foundry Wet-Dry Vacuum - Powerful Suction,Foundry,home & kitchen,vacuum,3.3,3544,48.83,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000340/300/300,"Foundry Wet-Dry Vacuum - Powerful Suction vacuum home & kitchen Foundry powerful suction quiet motor lightweight Works fine, though the build quality could be better."
P000341,Cobalt Digital Air Fryer - Easy Controls,Cobalt,home & kitchen,small appliances,4.8,7368,52.7,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000341/300/300,Cobalt Digital Air Fryer - Easy Controls small appliances home & kitchen Cobalt easy controls energy efficient quiet operation Excellent quality and does exactly what it promises.
P000342,NovaTech High-Speed Blender - Energy Efficient,NovaTech,home & kitchen,small appliances,3.9,2844,171.14,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000342/300/300,"NovaTech High-Speed Blender - Energy Efficient small appliances home & kitchen NovaTech energy efficient easy controls quiet operation Great value for the price, highly recommend to anyone."
P000343,Everly Stand Mixer - Easy Controls,Everly,home & kitchen,small appliances,3.1,4730,264.26,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000343/300/300,"Everly Stand Mixer - Easy Controls small appliances home & kitchen Everly easy controls fast cooking compact footprint Well made and reliable, would buy again without hesitation."
P000344,Aurora Electric Kettle - Quiet Operation,Aurora,home & kitchen,small appliances,4.5,7599,351.5,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000344/300/300,"Aurora Electric Kettle - Quiet Operation small appliances home & kitchen Aurora quiet operation fast cooking large capacity Well made and reliable, would buy again without hesitation."
P000345,Lumo Toaster Oven - Energy Efficient,Lumo,home & kitchen,small appliances,3.6,6686,152.6,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000345/300/300,"Lumo Toaster Oven - Energy Efficient small appliances home & kitchen Lumo energy efficient fast cooking large capacity Stopped working after a short while, not great."
P000346,Aurora Running Sneakers - Stylish Look,Aurora,fashion,shoes,4.3,2098,160.16,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000346/300/300,"Aurora Running Sneakers - Stylish Look shoes fashion Aurora stylish look breathable durable sole Well made and reliable, would buy again without hesitation."
P000347,Peakline Leather Ankle Boots - Durable Sole,Peakline,fashion,shoes,4.2,2128,212.62,Excellent quality and does exactly what it promises.,https://picsum.photos/seed/P000347/300/300,Peakline Leather Ankle Boots - Durable Sole shoes fashion Peakline durable sole stylish look lightweight Excellent quality and does exactly what it promises.
P000348,Pulse Canvas Slip-Ons - Good Grip,Pulse,fashion,shoes,4.4,3435,394.79,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000348/300/300,"Pulse Canvas Slip-Ons - Good Grip shoes fashion Pulse good grip comfortable lightweight Well made and reliable, would buy again without hesitation."
P000349,Meridian Trail Hiking Shoes - Durable Sole,Meridian,fashion,shoes,4.5,243,291.59,"Absolutely love this, exceeded my expectations and works perfectly.",https://picsum.photos/seed/P000349/300/300,"Meridian Trail Hiking Shoes - Durable Sole shoes fashion Meridian durable sole lightweight comfortable Absolutely love this, exceeded my expectations and works perfectly."
P000350,Vantage Classic Loafers - Stylish Look,Vantage,fashion,shoes,4.7,6037,348.67,"Works fine, though the build quality could be better.",https://picsum.photos/seed/P000350/300/300,"Vantage Classic Loafers - Stylish Look shoes fashion Vantage stylish look lightweight good grip Works fine, though the build quality could be better."
P000351,Aurora Laptop Backpack - Many Pockets,Aurora,fashion,bags,4.3,3909,81.74,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000351/300/300,"Aurora Laptop Backpack - Many Pockets bags fashion Aurora many pockets spacious sleek design Impressive build and performance, five stars from me."
P000352,Lumo Leather Tote Bag - Water Resistant,Lumo,fashion,bags,4.8,753,307.57,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000352/300/300,"Lumo Leather Tote Bag - Water Resistant bags fashion Lumo water resistant sleek design many pockets Well made and reliable, would buy again without hesitation."
P000353,Aurora Travel Duffel - Durable Zippers,Aurora,fashion,bags,4.2,1721,125.26,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000353/300/300,"Aurora Travel Duffel - Durable Zippers bags fashion Aurora durable zippers water resistant spacious Well made and reliable, would buy again without hesitation."
P000354,Everly Crossbody Sling - Padded Straps,Everly,fashion,bags,4.5,43,379.96,"Impressive build and performance, five stars from me.",https://picsum.photos/seed/P000354/300/300,"Everly Crossbody Sling - Padded Straps bags fashion Everly padded straps spacious durable zippers Impressive build and performance, five stars from me."
P000355,Everly Waterproof Hiking Pack - Water Resistant,Everly,fashion,bags,3.6,6293,177.01,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000355/300/300,"Everly Waterproof Hiking Pack - Water Resistant bags fashion Everly water resistant padded straps sleek design Stopped working after a short while, not great."
P000356,Vantage Minimalist Analog Watch - Water Resistant,Vantage,fashion,watches,3.8,634,78.84,Okay but I expected more for the money.,https://picsum.photos/seed/P000356/300/300,Vantage Minimalist Analog Watch - Water Resistant watches fashion Vantage water resistant long battery accurate time Okay but I expected more for the money.
P000357,Meridian Digital Sports Watch - Elegant,Meridian,fashion,watches,4.0,4925,20.78,"Well made and reliable, would buy again without hesitation.",https://picsum.photos/seed/P000357/300/300,"Meridian Digital Sports Watch - Elegant watches fashion Meridian elegant scratch-proof glass water resistant Well made and reliable, would buy again without hesitation."
P000358,Pulse Smartwatch Fitness Tracker - Accurate Time,Pulse,fashion,watches,5.0,2105,89.91,"Great value for the price, highly recommend to anyone.",https://picsum.photos/seed/P000358/300/300,"Pulse Smartwatch Fitness Tracker - Accurate Time watches fashion Pulse accurate time scratch-proof glass elegant Great value for the price, highly recommend to anyone."
P000359,NovaTech Chronograph Steel Watch - Accurate Time,NovaTech,fashion,watches,3.8,2504,62.32,"Stopped working after a short while, not great.",https://picsum.photos/seed/P000359/300/300,"NovaTech Chronograph Steel Watch - Accurate Time watches fashion NovaTech accurate time elegant comfortable band Stopped working after a short while, not great."
P000360,Meridian Classic Leather Strap Watch - Comfortable Band,Meridian,fashion,watches,4.1,2959,35.1,Okay but I expected more for the money.,https://picsum.photos/seed/P000360/300/300,Meridian Classic Leather Strap Watch - Comfortable Band watches fashion Meridian comfortable band long battery elegant Okay but I expected more for the money.
